image,language,letter
data/asl/asl-0-3833.jpg,0,0
data/asl/asl-0-3837.jpg,0,0
data/asl/asl-0-3838.jpg,0,0
data/asl/asl-0-3854.jpg,0,0
data/asl/asl-0-3855.jpg,0,0
data/asl/asl-0-387.jpg,0,0
data/asl/asl-0-3894.jpg,0,0
data/asl/asl-0-3908.jpg,0,0
data/asl/asl-0-3927.jpg,0,0
data/asl/asl-0-394.jpg,0,0
data/asl/asl-0-3996.jpg,0,0
data/asl/asl-0-4016.jpg,0,0
data/asl/asl-0-4023.jpg,0,0
data/asl/asl-0-4046.jpg,0,0
data/asl/asl-0-4051.jpg,0,0
data/asl/asl-0-4053.jpg,0,0
data/asl/asl-0-4088.jpg,0,0
data/asl/asl-0-4102.jpg,0,0
data/asl/asl-0-4111.jpg,0,0
data/asl/asl-0-412.jpg,0,0
data/asl/asl-0-4134.jpg,0,0
data/asl/asl-0-414.jpg,0,0
data/asl/asl-0-4158.jpg,0,0
data/asl/asl-0-4161.jpg,0,0
data/asl/asl-0-4173.jpg,0,0
data/asl/asl-0-4176.jpg,0,0
data/asl/asl-0-4187.jpg,0,0
data/asl/asl-0-4202.jpg,0,0
data/asl/asl-0-4227.jpg,0,0
data/asl/asl-0-4297.jpg,0,0
data/asl/asl-0-4316.jpg,0,0
data/asl/asl-0-4318.jpg,0,0
data/asl/asl-0-4448.jpg,0,0
data/asl/asl-0-4465.jpg,0,0
data/asl/asl-0-4556.jpg,0,0
data/asl/asl-0-4585.jpg,0,0
data/asl/asl-0-4595.jpg,0,0
data/asl/asl-0-46.jpg,0,0
data/asl/asl-0-4611.jpg,0,0
data/asl/asl-0-4613.jpg,0,0
data/asl/asl-0-4623.jpg,0,0
data/asl/asl-0-4632.jpg,0,0
data/asl/asl-0-4649.jpg,0,0
data/asl/asl-0-465.jpg,0,0
data/asl/asl-0-4659.jpg,0,0
data/asl/asl-0-4702.jpg,0,0
data/asl/asl-0-4758.jpg,0,0
data/asl/asl-0-482.jpg,0,0
data/asl/asl-0-4862.jpg,0,0
data/asl/asl-0-4901.jpg,0,0
data/asl/asl-0-4945.jpg,0,0
data/asl/asl-0-50.jpg,0,0
data/asl/asl-0-5000.jpg,0,0
data/asl/asl-0-5012.jpg,0,0
data/asl/asl-0-5020.jpg,0,0
data/asl/asl-0-5091.jpg,0,0
data/asl/asl-0-5099.jpg,0,0
data/asl/asl-0-511.jpg,0,0
data/asl/asl-0-5124.jpg,0,0
data/asl/asl-0-5161.jpg,0,0
data/asl/asl-0-5171.jpg,0,0
data/asl/asl-0-5182.jpg,0,0
data/asl/asl-0-5186.jpg,0,0
data/asl/asl-0-5203.jpg,0,0
data/asl/asl-0-529.jpg,0,0
data/asl/asl-0-5300.jpg,0,0
data/asl/asl-0-5307.jpg,0,0
data/asl/asl-0-5309.jpg,0,0
data/asl/asl-0-5341.jpg,0,0
data/asl/asl-0-5348.jpg,0,0
data/asl/asl-0-5354.jpg,0,0
data/asl/asl-0-5379.jpg,0,0
data/asl/asl-0-5383.jpg,0,0
data/asl/asl-0-5403.jpg,0,0
data/asl/asl-0-5408.jpg,0,0
data/asl/asl-0-5442.jpg,0,0
data/asl/asl-0-5453.jpg,0,0
data/asl/asl-0-5477.jpg,0,0
data/asl/asl-0-5480.jpg,0,0
data/asl/asl-0-549.jpg,0,0
data/asl/asl-0-5549.jpg,0,0
data/asl/asl-0-5554.jpg,0,0
data/asl/asl-0-5579.jpg,0,0
data/asl/asl-0-5604.jpg,0,0
data/asl/asl-0-5609.jpg,0,0
data/asl/asl-0-5640.jpg,0,0
data/asl/asl-0-5658.jpg,0,0
data/asl/asl-0-5659.jpg,0,0
data/asl/asl-0-5713.jpg,0,0
data/asl/asl-0-5726.jpg,0,0
data/asl/asl-0-5739.jpg,0,0
data/asl/asl-0-5744.jpg,0,0
data/asl/asl-0-5745.jpg,0,0
data/asl/asl-0-5758.jpg,0,0
data/asl/asl-0-5785.jpg,0,0
data/asl/asl-0-5791.jpg,0,0
data/asl/asl-0-5796.jpg,0,0
data/asl/asl-0-5797.jpg,0,0
data/asl/asl-0-58.jpg,0,0
data/asl/asl-0-5818.jpg,0,0
data/asl/asl-0-5868.jpg,0,0
data/asl/asl-0-5888.jpg,0,0
data/asl/asl-0-59.jpg,0,0
data/asl/asl-0-5903.jpg,0,0
data/asl/asl-0-5987.jpg,0,0
data/asl/asl-0-5993.jpg,0,0
data/asl/asl-0-6003.jpg,0,0
data/asl/asl-0-6005.jpg,0,0
data/asl/asl-0-6020.jpg,0,0
data/asl/asl-0-6026.jpg,0,0
data/asl/asl-0-6039.jpg,0,0
data/asl/asl-0-6072.jpg,0,0
data/asl/asl-0-6099.jpg,0,0
data/asl/asl-0-6170.jpg,0,0
data/asl/asl-0-618.jpg,0,0
data/asl/asl-0-6203.jpg,0,0
data/asl/asl-0-6215.jpg,0,0
data/asl/asl-0-6274.jpg,0,0
data/asl/asl-0-6289.jpg,0,0
data/asl/asl-0-6323.jpg,0,0
data/asl/asl-0-6334.jpg,0,0
data/asl/asl-0-6340.jpg,0,0
data/asl/asl-0-6388.jpg,0,0
data/asl/asl-0-6402.jpg,0,0
data/asl/asl-0-6409.jpg,0,0
data/asl/asl-0-648.jpg,0,0
data/asl/asl-0-6505.jpg,0,0
data/asl/asl-0-6508.jpg,0,0
data/asl/asl-0-6511.jpg,0,0
data/asl/asl-0-6546.jpg,0,0
data/asl/asl-0-6577.jpg,0,0
data/asl/asl-0-659.jpg,0,0
data/asl/asl-0-6613.jpg,0,0
data/asl/asl-0-6644.jpg,0,0
data/asl/asl-0-6687.jpg,0,0
data/asl/asl-0-6690.jpg,0,0
data/asl/asl-0-6717.jpg,0,0
data/asl/asl-0-6739.jpg,0,0
data/asl/asl-0-6748.jpg,0,0
data/asl/asl-0-6825.jpg,0,0
data/asl/asl-0-6836.jpg,0,0
data/asl/asl-0-6842.jpg,0,0
data/asl/asl-0-6865.jpg,0,0
data/asl/asl-0-6880.jpg,0,0
data/asl/asl-0-6894.jpg,0,0
data/asl/asl-0-6922.jpg,0,0
data/asl/asl-0-6924.jpg,0,0
data/asl/asl-0-6960.jpg,0,0
data/asl/asl-0-6973.jpg,0,0
data/asl/asl-0-699.jpg,0,0
data/asl/asl-0-7001.jpg,0,0
data/asl/asl-0-7042.jpg,0,0
data/asl/asl-0-7062.jpg,0,0
data/asl/asl-0-7083.jpg,0,0
data/asl/asl-0-7126.jpg,0,0
data/asl/asl-0-7150.jpg,0,0
data/asl/asl-0-7159.jpg,0,0
data/asl/asl-0-7160.jpg,0,0
data/asl/asl-0-7188.jpg,0,0
data/asl/asl-0-7205.jpg,0,0
data/asl/asl-0-7208.jpg,0,0
data/asl/asl-0-721.jpg,0,0
data/asl/asl-0-7250.jpg,0,0
data/asl/asl-0-7251.jpg,0,0
data/asl/asl-0-7316.jpg,0,0
data/asl/asl-0-7349.jpg,0,0
data/asl/asl-0-7357.jpg,0,0
data/asl/asl-0-7366.jpg,0,0
data/asl/asl-0-7379.jpg,0,0
data/asl/asl-0-7390.jpg,0,0
data/asl/asl-0-741.jpg,0,0
data/asl/asl-0-7418.jpg,0,0
data/asl/asl-0-7423.jpg,0,0
data/asl/asl-0-7431.jpg,0,0
data/asl/asl-0-7525.jpg,0,0
data/asl/asl-0-7540.jpg,0,0
data/asl/asl-0-756.jpg,0,0
data/asl/asl-0-7566.jpg,0,0
data/asl/asl-0-7609.jpg,0,0
data/asl/asl-0-7627.jpg,0,0
data/asl/asl-0-7629.jpg,0,0
data/asl/asl-0-7645.jpg,0,0
data/asl/asl-0-7658.jpg,0,0
data/asl/asl-0-7661.jpg,0,0
data/asl/asl-0-7684.jpg,0,0
data/asl/asl-0-7687.jpg,0,0
data/asl/asl-0-7709.jpg,0,0
data/asl/asl-0-7727.jpg,0,0
data/asl/asl-0-810.jpg,0,0
data/asl/asl-0-825.jpg,0,0
data/asl/asl-0-835.jpg,0,0
data/asl/asl-0-846.jpg,0,0
data/asl/asl-0-863.jpg,0,0
data/asl/asl-0-874.jpg,0,0
data/asl/asl-0-89.jpg,0,0
data/asl/asl-0-899.jpg,0,0
data/asl/asl-0-909.jpg,0,0
data/asl/asl-0-915.jpg,0,0
data/asl/asl-0-916.jpg,0,0
data/asl/asl-0-926.jpg,0,0
data/asl/asl-0-928.jpg,0,0
data/asl/asl-0-965.jpg,0,0
data/asl/asl-0-966.jpg,0,0
data/asl/asl-0-983.jpg,0,0
data/asl/asl-1-106.jpg,0,1
data/asl/asl-1-1087.jpg,0,1
data/asl/asl-1-1105.jpg,0,1
data/asl/asl-1-1161.jpg,0,1
data/asl/asl-1-117.jpg,0,1
data/asl/asl-1-1204.jpg,0,1
data/asl/asl-1-1217.jpg,0,1
data/asl/asl-1-1220.jpg,0,1
data/asl/asl-1-1245.jpg,0,1
data/asl/asl-1-1286.jpg,0,1
data/asl/asl-1-1297.jpg,0,1
data/asl/asl-1-1334.jpg,0,1
data/asl/asl-1-1354.jpg,0,1
data/asl/asl-1-1476.jpg,0,1
data/asl/asl-1-1492.jpg,0,1
data/asl/asl-1-1494.jpg,0,1
data/asl/asl-1-151.jpg,0,1
data/asl/asl-1-1514.jpg,0,1
data/asl/asl-1-1557.jpg,0,1
data/asl/asl-1-1569.jpg,0,1
data/asl/asl-1-1579.jpg,0,1
data/asl/asl-1-1656.jpg,0,1
data/asl/asl-1-1692.jpg,0,1
data/asl/asl-1-1694.jpg,0,1
data/asl/asl-1-1710.jpg,0,1
data/asl/asl-1-1716.jpg,0,1
data/asl/asl-1-173.jpg,0,1
data/asl/asl-1-1750.jpg,0,1
data/asl/asl-1-1792.jpg,0,1
data/asl/asl-1-1806.jpg,0,1
data/asl/asl-1-1811.jpg,0,1
data/asl/asl-1-1837.jpg,0,1
data/asl/asl-1-184.jpg,0,1
data/asl/asl-1-1905.jpg,0,1
data/asl/asl-1-1908.jpg,0,1
data/asl/asl-1-2007.jpg,0,1
data/asl/asl-1-2058.jpg,0,1
data/asl/asl-1-2118.jpg,0,1
data/asl/asl-1-2138.jpg,0,1
data/asl/asl-1-2168.jpg,0,1
data/asl/asl-1-2206.jpg,0,1
data/asl/asl-1-222.jpg,0,1
data/asl/asl-1-2269.jpg,0,1
data/asl/asl-1-2291.jpg,0,1
data/asl/asl-1-2316.jpg,0,1
data/asl/asl-1-2344.jpg,0,1
data/asl/asl-1-2375.jpg,0,1
data/asl/asl-1-2383.jpg,0,1
data/asl/asl-1-2387.jpg,0,1
data/asl/asl-1-2427.jpg,0,1
data/asl/asl-1-2497.jpg,0,1
data/asl/asl-1-2499.jpg,0,1
data/asl/asl-1-251.jpg,0,1
data/asl/asl-1-2513.jpg,0,1
data/asl/asl-1-2526.jpg,0,1
data/asl/asl-1-2534.jpg,0,1
data/asl/asl-1-2545.jpg,0,1
data/asl/asl-1-2568.jpg,0,1
data/asl/asl-1-2575.jpg,0,1
data/asl/asl-1-2584.jpg,0,1
data/asl/asl-1-2591.jpg,0,1
data/asl/asl-1-2667.jpg,0,1
data/asl/asl-1-2670.jpg,0,1
data/asl/asl-1-268.jpg,0,1
data/asl/asl-1-2681.jpg,0,1
data/asl/asl-1-2735.jpg,0,1
data/asl/asl-1-2736.jpg,0,1
data/asl/asl-1-274.jpg,0,1
data/asl/asl-1-2746.jpg,0,1
data/asl/asl-1-2754.jpg,0,1
data/asl/asl-1-2785.jpg,0,1
data/asl/asl-1-2787.jpg,0,1
data/asl/asl-1-2808.jpg,0,1
data/asl/asl-1-2836.jpg,0,1
data/asl/asl-1-2896.jpg,0,1
data/asl/asl-1-29.jpg,0,1
data/asl/asl-1-2950.jpg,0,1
data/asl/asl-1-2964.jpg,0,1
data/asl/asl-1-30.jpg,0,1
data/asl/asl-1-3034.jpg,0,1
data/asl/asl-1-3037.jpg,0,1
data/asl/asl-1-3042.jpg,0,1
data/asl/asl-1-3101.jpg,0,1
data/asl/asl-1-3112.jpg,0,1
data/asl/asl-1-3123.jpg,0,1
data/asl/asl-1-3167.jpg,0,1
data/asl/asl-1-3205.jpg,0,1
data/asl/asl-1-3211.jpg,0,1
data/asl/asl-1-3226.jpg,0,1
data/asl/asl-1-3295.jpg,0,1
data/asl/asl-1-3302.jpg,0,1
data/asl/asl-1-332.jpg,0,1
data/asl/asl-1-3353.jpg,0,1
data/asl/asl-1-3363.jpg,0,1
data/asl/asl-1-3372.jpg,0,1
data/asl/asl-1-3408.jpg,0,1
data/asl/asl-1-3411.jpg,0,1
data/asl/asl-1-3422.jpg,0,1
data/asl/asl-1-3462.jpg,0,1
data/asl/asl-1-3494.jpg,0,1
data/asl/asl-1-3503.jpg,0,1
data/asl/asl-1-3508.jpg,0,1
data/asl/asl-1-3527.jpg,0,1
data/asl/asl-1-3539.jpg,0,1
data/asl/asl-1-3541.jpg,0,1
data/asl/asl-1-3542.jpg,0,1
data/asl/asl-1-3548.jpg,0,1
data/asl/asl-1-3570.jpg,0,1
data/asl/asl-1-3614.jpg,0,1
data/asl/asl-1-3628.jpg,0,1
data/asl/asl-1-3667.jpg,0,1
data/asl/asl-1-3672.jpg,0,1
data/asl/asl-1-3723.jpg,0,1
data/asl/asl-1-3754.jpg,0,1
data/asl/asl-1-3781.jpg,0,1
data/asl/asl-1-386.jpg,0,1
data/asl/asl-1-3868.jpg,0,1
data/asl/asl-1-3926.jpg,0,1
data/asl/asl-1-3951.jpg,0,1
data/asl/asl-1-3965.jpg,0,1
data/asl/asl-1-3994.jpg,0,1
data/asl/asl-1-4055.jpg,0,1
data/asl/asl-1-4074.jpg,0,1
data/asl/asl-1-4124.jpg,0,1
data/asl/asl-1-4136.jpg,0,1
data/asl/asl-1-4137.jpg,0,1
data/asl/asl-1-4138.jpg,0,1
data/asl/asl-1-4152.jpg,0,1
data/asl/asl-1-4167.jpg,0,1
data/asl/asl-1-4169.jpg,0,1
data/asl/asl-1-4174.jpg,0,1
data/asl/asl-1-4179.jpg,0,1
data/asl/asl-1-4211.jpg,0,1
data/asl/asl-1-4238.jpg,0,1
data/asl/asl-1-428.jpg,0,1
data/asl/asl-1-4301.jpg,0,1
data/asl/asl-1-4304.jpg,0,1
data/asl/asl-1-4328.jpg,0,1
data/asl/asl-1-4343.jpg,0,1
data/asl/asl-1-4360.jpg,0,1
data/asl/asl-1-4380.jpg,0,1
data/asl/asl-1-4388.jpg,0,1
data/asl/asl-1-4396.jpg,0,1
data/asl/asl-1-4450.jpg,0,1
data/asl/asl-1-4496.jpg,0,1
data/asl/asl-1-4615.jpg,0,1
data/asl/asl-1-4616.jpg,0,1
data/asl/asl-1-462.jpg,0,1
data/asl/asl-1-4651.jpg,0,1
data/asl/asl-1-4696.jpg,0,1
data/asl/asl-1-4716.jpg,0,1
data/asl/asl-1-4725.jpg,0,1
data/asl/asl-1-4753.jpg,0,1
data/asl/asl-1-4768.jpg,0,1
data/asl/asl-1-4775.jpg,0,1
data/asl/asl-1-4776.jpg,0,1
data/asl/asl-1-478.jpg,0,1
data/asl/asl-1-4788.jpg,0,1
data/asl/asl-1-4876.jpg,0,1
data/asl/asl-1-4882.jpg,0,1
data/asl/asl-1-4886.jpg,0,1
data/asl/asl-1-4898.jpg,0,1
data/asl/asl-1-4916.jpg,0,1
data/asl/asl-1-492.jpg,0,1
data/asl/asl-1-4927.jpg,0,1
data/asl/asl-1-4953.jpg,0,1
data/asl/asl-1-4974.jpg,0,1
data/asl/asl-1-4989.jpg,0,1
data/asl/asl-1-4994.jpg,0,1
data/asl/asl-1-5038.jpg,0,1
data/asl/asl-1-5058.jpg,0,1
data/asl/asl-1-5063.jpg,0,1
data/asl/asl-1-5068.jpg,0,1
data/asl/asl-1-5079.jpg,0,1
data/asl/asl-1-5111.jpg,0,1
data/asl/asl-1-5139.jpg,0,1
data/asl/asl-1-5153.jpg,0,1
data/asl/asl-1-5187.jpg,0,1
data/asl/asl-1-5216.jpg,0,1
data/asl/asl-1-5246.jpg,0,1
data/asl/asl-1-5259.jpg,0,1
data/asl/asl-1-5282.jpg,0,1
data/asl/asl-1-5312.jpg,0,1
data/asl/asl-1-5325.jpg,0,1
data/asl/asl-1-5362.jpg,0,1
data/asl/asl-1-5380.jpg,0,1
data/asl/asl-1-5384.jpg,0,1
data/asl/asl-1-5390.jpg,0,1
data/asl/asl-1-5451.jpg,0,1
data/asl/asl-1-5475.jpg,0,1
data/asl/asl-1-551.jpg,0,1
data/asl/asl-1-5514.jpg,0,1
data/asl/asl-1-5560.jpg,0,1
data/asl/asl-1-5584.jpg,0,1
data/asl/asl-1-562.jpg,0,1
data/asl/asl-1-5652.jpg,0,1
data/asl/asl-1-5699.jpg,0,1
data/asl/asl-1-5738.jpg,0,1
data/asl/asl-1-5750.jpg,0,1
data/asl/asl-1-5752.jpg,0,1
data/asl/asl-1-5756.jpg,0,1
data/asl/asl-1-5779.jpg,0,1
data/asl/asl-1-5784.jpg,0,1
data/asl/asl-1-5872.jpg,0,1
data/asl/asl-1-5873.jpg,0,1
data/asl/asl-1-591.jpg,0,1
data/asl/asl-1-5910.jpg,0,1
data/asl/asl-1-5912.jpg,0,1
data/asl/asl-1-5925.jpg,0,1
data/asl/asl-1-5944.jpg,0,1
data/asl/asl-1-6014.jpg,0,1
data/asl/asl-1-6092.jpg,0,1
data/asl/asl-1-6094.jpg,0,1
data/asl/asl-1-6113.jpg,0,1
data/asl/asl-1-6115.jpg,0,1
data/asl/asl-1-6138.jpg,0,1
data/asl/asl-1-6144.jpg,0,1
data/asl/asl-1-625.jpg,0,1
data/asl/asl-1-6283.jpg,0,1
data/asl/asl-1-6385.jpg,0,1
data/asl/asl-1-6386.jpg,0,1
data/asl/asl-1-6397.jpg,0,1
data/asl/asl-1-6479.jpg,0,1
data/asl/asl-1-6643.jpg,0,1
data/asl/asl-1-6654.jpg,0,1
data/asl/asl-1-6677.jpg,0,1
data/asl/asl-1-6696.jpg,0,1
data/asl/asl-1-6720.jpg,0,1
data/asl/asl-1-6740.jpg,0,1
data/asl/asl-1-6749.jpg,0,1
data/asl/asl-1-6750.jpg,0,1
data/asl/asl-1-6847.jpg,0,1
data/asl/asl-1-6867.jpg,0,1
data/asl/asl-1-687.jpg,0,1
data/asl/asl-1-6876.jpg,0,1
data/asl/asl-1-6878.jpg,0,1
data/asl/asl-1-6933.jpg,0,1
data/asl/asl-1-6934.jpg,0,1
data/asl/asl-1-694.jpg,0,1
data/asl/asl-1-6971.jpg,0,1
data/asl/asl-1-6990.jpg,0,1
data/asl/asl-1-7022.jpg,0,1
data/asl/asl-1-7048.jpg,0,1
data/asl/asl-1-7049.jpg,0,1
data/asl/asl-1-7060.jpg,0,1
data/asl/asl-1-7120.jpg,0,1
data/asl/asl-1-7122.jpg,0,1
data/asl/asl-1-7128.jpg,0,1
data/asl/asl-1-718.jpg,0,1
data/asl/asl-1-7215.jpg,0,1
data/asl/asl-1-7218.jpg,0,1
data/asl/asl-1-7238.jpg,0,1
data/asl/asl-1-725.jpg,0,1
data/asl/asl-1-7258.jpg,0,1
data/asl/asl-1-7308.jpg,0,1
data/asl/asl-1-7311.jpg,0,1
data/asl/asl-1-7327.jpg,0,1
data/asl/asl-1-7330.jpg,0,1
data/asl/asl-1-7347.jpg,0,1
data/asl/asl-1-7352.jpg,0,1
data/asl/asl-1-7355.jpg,0,1
data/asl/asl-1-7360.jpg,0,1
data/asl/asl-1-7368.jpg,0,1
data/asl/asl-1-7370.jpg,0,1
data/asl/asl-1-7386.jpg,0,1
data/asl/asl-1-7425.jpg,0,1
data/asl/asl-1-7427.jpg,0,1
data/asl/asl-1-7430.jpg,0,1
data/asl/asl-1-7442.jpg,0,1
data/asl/asl-1-7449.jpg,0,1
data/asl/asl-1-7450.jpg,0,1
data/asl/asl-1-746.jpg,0,1
data/asl/asl-1-7492.jpg,0,1
data/asl/asl-1-7493.jpg,0,1
data/asl/asl-1-7529.jpg,0,1
data/asl/asl-1-7575.jpg,0,1
data/asl/asl-1-7599.jpg,0,1
data/asl/asl-1-7618.jpg,0,1
data/asl/asl-1-7639.jpg,0,1
data/asl/asl-1-7652.jpg,0,1
data/asl/asl-1-7657.jpg,0,1
data/asl/asl-1-7666.jpg,0,1
data/asl/asl-1-7673.jpg,0,1
data/asl/asl-1-7718.jpg,0,1
data/asl/asl-1-7734.jpg,0,1
data/asl/asl-1-7742.jpg,0,1
data/asl/asl-1-7743.jpg,0,1
data/asl/asl-1-7745.jpg,0,1
data/asl/asl-1-7752.jpg,0,1
data/asl/asl-1-7770.jpg,0,1
data/asl/asl-1-7772.jpg,0,1
data/asl/asl-1-7783.jpg,0,1
data/asl/asl-1-7784.jpg,0,1
data/asl/asl-1-7785.jpg,0,1
data/asl/asl-1-7797.jpg,0,1
data/asl/asl-1-7805.jpg,0,1
data/asl/asl-1-7824.jpg,0,1
data/asl/asl-1-7844.jpg,0,1
data/asl/asl-1-7854.jpg,0,1
data/asl/asl-1-7856.jpg,0,1
data/asl/asl-1-7859.jpg,0,1
data/asl/asl-1-7869.jpg,0,1
data/asl/asl-1-7878.jpg,0,1
data/asl/asl-1-7904.jpg,0,1
data/asl/asl-1-7907.jpg,0,1
data/asl/asl-1-7909.jpg,0,1
data/asl/asl-1-7913.jpg,0,1
data/asl/asl-1-7921.jpg,0,1
data/asl/asl-1-7925.jpg,0,1
data/asl/asl-1-7935.jpg,0,1
data/asl/asl-1-7938.jpg,0,1
data/asl/asl-1-7941.jpg,0,1
data/asl/asl-1-7946.jpg,0,1
data/asl/asl-1-7952.jpg,0,1
data/asl/asl-1-7957.jpg,0,1
data/asl/asl-1-7958.jpg,0,1
data/asl/asl-1-7960.jpg,0,1
data/asl/asl-1-7963.jpg,0,1
data/asl/asl-1-7965.jpg,0,1
data/asl/asl-1-7975.jpg,0,1
data/asl/asl-1-7976.jpg,0,1
data/asl/asl-1-7978.jpg,0,1
data/asl/asl-1-7986.jpg,0,1
data/asl/asl-1-7989.jpg,0,1
data/asl/asl-1-7994.jpg,0,1
data/asl/asl-1-8008.jpg,0,1
data/asl/asl-1-8012.jpg,0,1
data/asl/asl-1-804.jpg,0,1
data/asl/asl-1-855.jpg,0,1
data/asl/asl-1-924.jpg,0,1
data/asl/asl-1-95.jpg,0,1
data/asl/asl-1-956.jpg,0,1
data/asl/asl-1-980.jpg,0,1
